Index,sentence_ko,sentence_en,topic_label,emotion
695,저걸 말이라고 대통령이 국민위에 있고 헌법우에 있더냐?,Did the president really say he’s above the people and the Constitution?,People,admiration
696,탄핵 남발 계엄 남발 누가 이기나 해보자 ㅋㅋ,"Let’s go—impeachment vs. martial law, see who wins, lol.",Punishment,realization
697,음...암만 생각해도 시간상 술김에 발표한거 같은데...,The timing… feels like he declared it drunk.,Venting,approval
698,뒷수습은 확실한거겠지?,You better clean up your mess.,People,approval
699,공범자 한동훈은 윤석열 김건희의 공범자다.,Co-conspirator Han Dong-hoon is complicit with Yoon and Kim Keon-hee.,People,realization
700,이건.,This,Venting,annoyance
701,뭔 🐕 소리냐 다 짖었냐,What the hell is this barking nonsense?,Venting,caring
702,친윤계도 모두 사퇴해라!!!!,All the pro-Yoon people need to resign!!!!,People,anger
703,남은 잔당들이 또 내란모의할지 모른다,The leftover cronies might plot another rebellion.,North Korea,surprise
704,한동훈 너부터 아웃!,"Han Dong-hoon, you’re out first!",People,neutral
705,무슨 개소리냐?,What the hell kind of crap are you spewing?,Venting,anger
707,거니때문이라면 좀 이해되것다!,"If it was because of Keon-hee, maybe that would make more sense!",Venting,anger
708,이제는 탄핵의 시간..!대통령 탄핵시키고..,Now it’s impeachment time… impeach the president…,Punishment,amusement
709,국회의원들도 다시 뽑아라!,Reelect the whole National Assembly!,Others,amusement
710,"박안수는 정신챙겨라 윤석열이를 체포하라, 국민의 뜻을 따르라, 윤석열이의 부당한 지시를 이행하면 함께 처벌을 받을 거다","Park An-soo, wake up. Arrest Yoon Seok-yeol. Follow the people’s will. If you carry out his illegal orders, you’ll be punished with him.",People,amusement
711,우리가 이렇게 정부를 괴롭히고 탄핵을 해서 국정을 마비시켜도 니들이 계엄을 안하나 두고 보자.'가 김민석의 속내였음.,"Kim Min-seok was thinking, “Let’s keep messing with the government and blocking governance until they crack and declare martial law.”",People,disapproval
712,즉 이번 계엄은 민주당 기획이었다!!,So this martial law was the Democratic Party’s plan all along!!,Others,neutral
713,이제 좀 조용히 살자!,Can we please live quietly now!,People,amusement
714,령제부터 살리고,Start by saving the system first.,People,amusement
715,윤석열 멍청한 짓꺼리만 하다가 암살당하는 2번째 인간이 될것 같다.,Yoon’s gonna become the second guy to get assassinated for doing dumb shit.,People,annoyance
716,내생각만 그래?,Is it just me?,Venting,anger
717,범죄자들이 혼란한틈을이용해 꼼수부리고자빠졋내!넌 일주일뒤 감방행이야!,Criminals are trying to take advantage of the chaos—your cell awaits next week!,Politics & Economics,curiosity
718,스스로 탄핵에 휘발유를 붓는구나,You’re pouring gasoline on your own impeachment.,Punishment,excitement
719,선포는 국무회의 거치지 않고 햇으면서 왜 해제는 국무회의 해야하는데.,He declared it without a cabinet meeting—so why does lifting it require one?,Others,annoyance
720,이해가 안되네,Doesn’t make sense.,Venting,confusion
721,그리고 가결된지 몇시간인데 국무회의 소집을 안하나.,And it’s been hours since the vote—why no cabinet meeting?,Others,disapproval
722,오지말라고 총리에게 햇군,Told the Prime Minister not to call one.,Venting,disapproval
724,내란수괴와 부역자들 모두 감옥으로!!!!!!,All the traitors and collaborators—lock them up!!!!,North Korea,disapproval
725,국방장관만?,Just the defense minister?,Venting,anger
726,싹 다 갈아엎어야지!,Wipe out the whole lot!,Venting,anger
727,앞으로 10년동안 보수는 끝났다!,The conservatives are finished for the next 10 years!,People,anger
729,한밤중에 국방장관이 계엄을건의하고 이를 승인해서 대통령이 계엄령을 선포했다?,"At midnight, the defense minister recommended martial law and the president approved it?",Others,annoyance
730,니가 뭐라고 책임을 져?ㅋㅋㅋㅋㅋㅋ,"Who are you to take responsibility, lol?",Venting,annoyance
731,가던 출장 잘 다녀 오지 ..,Should’ve just gone on your business trip.,People,embarrassment
732,뭘 얼마나 국민을 생각 했다고 왠 뜬금없이 ㅋㅋ 웃긴다,"You act like you care about the people out of nowhere, lol—ridiculous.",Venting,curiosity
733,너도 명태균 따라 금방 감방갈거야,You’ll be in jail next to Maeng Tae-gyun soon.,People,annoyance
734,노망,Senile.,Venting,anger
735,윤거니들과 공범들 짐싸고 있겠다.,Yoon and his cronies must be packing their bags right now.,People,curiosity
736,헐헐러러러러러러러,Ughhhhhhhhhhhhhhh,Venting,approval
737,그래도 쎄쎄는 안 찍어줄란다.,Still not voting for Xie Xie.,Venting,disappointment
738,국짐들과 한동운은 정말 싫지만 이번 사태땐 정말 잘했다...,"I hate the PPP and Han Dong-hoon too, but this time they actually did a good job…",People,neutral
740,대통령말씀 들어보니 심각하네요,"After hearing the president talk, it really does sound serious.",People,amusement
741,게엄선포할만하네요,This might’ve warranted martial law.,Others,surprise
742,다삭감하고 탄핵하니 심지어 마약이판치는판에 마약을제지하는 제정조차삭감했다니 그런조치를 하셨나봐요,"They slashed everything, even anti-drug enforcement, while impeachment’s flying around—no wonder he acted.",Punishment,annoyance
743,들어보니 심각하긴하네요,"Yeah, it does sound serious after hearing it.",Venting,confusion
744,판사 검사 탄핵 국방장관 탄핵 행정부 막았다니 민생 육아비삭감까지했다니 민주당 입법독재 라네요 ㅠ,"They’re impeaching judges, prosecutors, the defense minister, blocking the executive, slashing child care—sounds like legislative dictatorship from the Democratic Party. 😭",Politics & Economics,anger
745,자유대한민국 살ㄹㅕ주세요,Please save the Republic of Korea.,North Korea,curiosity
746,빈란군들 체포하라!,Arrest the traitorous rebels!,North Korea,curiosity
747,어허~~!!!,Whoa there~~!!!,Venting,disappointment
748,사표는 아니지.,Resignation? No way.,Punishment,neutral
749,너는사형이야,You deserve the death penalty.,Punishment,anger
750,자유민주주의 대한민국을 지켜낼수있는 마지막 기회입니다!,This is our last chance to protect liberal democracy in Korea!,North Korea,curiosity
751,좌파종북세력 척결하고 대한민국 살려주세요!,Wipe out the leftist pro-North forces and save the nation!,North Korea,anger
752,한덕수 니도 이제 줄 잘타라,"Han Duck-soo, time to pick the right side.",People,disapproval
753,진짜 역대급임 ㅋㅋㅋㅋㅋㅋㅋ,"This one’s for the history books, lolololol.",Venting,disappointment
754,맨날 중동 외신뉴스보면서 에그 미개한것들 이랬는데 우리나라에서 이럴 줄은 ㄷㄷㄷㄷㄷ,"I used to laugh at Middle East chaos on the news—never thought it’d happen here, shivers.",Venting,anger
755,자격의 문제가 아니라 내란선동죄로 당장 체포해야한다,This isn’t about qualification—this is inciting rebellion. Arrest him immediately.,Punishment,anger
756,탄핵당할때 등장하는 황교활,Of course Hwang Kyo-ahn shows up every time there's impeachment.,Punishment,amusement
757,줄타기 오지,Expert fence-sitter.,Others,confusion
758,네 ㅋㅋㅋㅋㅋ 평생 한배를 타다가 잣될거 같으니 빠른 손절 ㅋㅋㅋㅋㅋ,"Right, lol. You've been in the same boat forever, and now you're jumping ship fast.",People,neutral
759,뉴라이트세상 만들었네,"Built the New Right world, huh?",Venting,fear
761,지가 뭔데 선고 연기??,Who the hell are you to delay sentencing??,Politics & Economics,anger
762,축제네 신났네,"It’s a party now, huh?",Politics & Economics,disgust
763,신났어,Everyone’s pumped.,Venting,annoyance
764,하는게 장기집권 안하고는 말이 안되는 행동을 많이해 예상은했지만 정말쌩뚱맞다.,"He's doing stuff only someone planning a long dictatorship would do. I saw it coming, but this is absurd.",People,anger
765,"너 지지안하면 전부 반국가세력이고,종북좌파지?","If you don’t support him, you’re all anti-state, pro-North leftists?",People,anger
766,생각좀 하시고 선포하세요,Think before you declare things like this.,People,anger
767,이건 아니예요 ㅇ,This ain’t it.,Venting,annoyance
768,통령님,Mr. President…,People,anger
769,고맙다.,Thanks.,Others,curiosity
770,국밥장관 내려와,"Defense minister, step down.",Venting,anger
771,당장 탄핵해라!!!!!,Impeach him immediately!!!!!,Punishment,disapproval
772,내란죄로 사형에 다스려라.,Treason deserves the death penalty.,Punishment,amusement
773,총살형에 처해야 한다.,Firing squad—now.,Others,neutral
774,뭔가 정말 이렇게 될 걸 알면서도 전략적으로 계엄을 한거면 좋겠다.,"If he did this knowing it would blow up, I’d call it strategic.",Venting,neutral
775,아니면 너무 비상식적임.,"Otherwise, it’s insane.",Venting,anger
776,이게 이유가 없다면 다음 대통령은 민주당이 될텐데,"If there's no reason behind this, next president’s gonna be from the Democratic Party.",Politics & Economics,neutral
777,참 개탄스럽다!!,Utter disgrace!!,Venting,neutral
778,이게 나라인가요?ㅉㅉㅉ,Is this even a country? Tsk tsk tsk.,Venting,anger
779,야당 여당 기싸움이 먼저냐??,Is power play more important than the people?,Others,annoyance
780,고충겪는 국민을 위해 받는만큼 일해라!!,Serve the people for the money you’re paid!!,Punishment,annoyance
781,모든 국민세금을 다투라고 내냐??,Do we pay taxes so you can fight??,Venting,anger
782,정신차리고 양당이 추구하는 특검 정당하게 받고 심판대에서는 판사 대법원도 본인자리가 우선이 아니고 줏대있게 법에 준해서 판단하고 행동합시다!!,"Get your heads straight, accept a fair investigation, and when judgment comes, judges and the Supreme Court better uphold the law instead of protecting their own.",Politics & Economics,annoyance
783,대한민국은 나락으로 가는구나~~,Korea’s going down the drain~~,North Korea,disapproval
784,여당 대통령 한번 야당 대통령한번씩!!,"One conservative president, one liberal president!",People,anger
785,결국엔 감방!!!,And then prison for both!!!,Punishment,realization
786,그리고 현재 대한민국은 전세계의 웃음거리 ㅉㅉㄸ,"Right now, South Korea is the world’s laughingstock. Tsk.",North Korea,disapproval
787,아진짜 하다하다,"Wow, this is unbelievable.",Venting,surprise
788,이게 무슨ㅡㅡ 짜증난다,What is this—so annoying.,Venting,anger
789,이밤에,At this hour?,Venting,disapproval
790,니가 국가 반세력에 나라 팔아먹을 인간이다,You’re the one who’ll sell out the country as an anti-state traitor.,North Korea,annoyance
791,누가 종북이고?,Who’s the real commie?,Politics & Economics,approval
792,니가?,You?,Venting,anger
793,미쳐드 단단히 미쳣구나 때가 어느때인데 비상선포냐 국회해산 시키고 영구 집권 하려고 하냐 김건희 지키려고 하다하다,"You’ve totally lost it. What era do you think this is? Declaring martial law, dissolving the Assembly—are you trying to rule forever to protect Kim Keon-hee?",Others,annoyance
